#EXPORTTYPE:DATA ALL
#FILE:
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 200F3
#PROJECT:
#DATE/TIME:19.03.2025 15:09
#CORR. FILE:
#TEMPCAL:temp_cal_3Kmin.ngb-td5
#SENSITIVITY:sens_cal_3Kmin.ngb-ed5
#LABORATORY:
#OPERATOR:
#REMARK:CR 1355.7; tot 1431.2
#SAMPLE:
#SAMPLE MASS /mg:75.9
#MATERIAL:
#REFERENCE:Ref.
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:High pressure, steel
#SAMPLE CRUCIBLE MASS /mg:1355.7
#REFERENCE CRUCIBLE MASS /mg:1385.5
#M.RANGE /�V:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:25�C....200�C/-7.0....7.0K/min
#SEGMENT:S1-5/5
#SEG. 1:25�C/7.0(K/min)/50�C
#SEG. 2:50�C/00:15/50�C
#SEG. 3:50�C/5.0(K/min)/200�C
#SEG. 4:200�C/00:30/200�C
#SEG. 5:200�C/7.0(K/min)/50�C

##Temp./�C;Time/min;DSC/(mW/mg);Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
199.70700;50.97500; 7.775303e-002;50.00000;100.00000;2.88029;4
199.71001;50.99167; 7.644433e-002;50.00000;100.00000;2.88028;4
199.71600;51.00833; 7.517403e-002;50.00000;100.00000;2.88027;4
199.71899;51.02500; 7.388975e-002;50.00000;100.00000;2.88027;4
199.72200;51.04167; 7.266479e-002;50.00000;100.00000;2.88026;4
199.72900;51.05833; 7.137005e-002;50.00000;100.00000;2.88025;4
199.73199;51.07500; 7.017649e-002;50.00000;100.00000;2.88025;4
199.73599;51.09167; 6.894455e-002;50.00000;100.00000;2.88024;4
199.73900;51.10833; 6.774750e-002;50.00000;100.00000;2.88024;4
199.74200;51.12500; 6.654346e-002;50.00000;100.00000;2.88023;4
199.74600;51.14167; 6.537432e-002;50.00000;100.00000;2.88023;4
199.74899;51.15833; 6.425752e-002;50.00000;100.00000;2.88022;4
199.75301;51.17500; 6.312676e-002;50.00000;100.00000;2.88022;4
199.75800;51.19167; 6.197854e-002;50.00000;100.00000;2.88021;4
199.75999;51.20833; 6.084779e-002;50.00000;100.00000;2.88021;4
199.76500;51.22500; 5.977982e-002;50.00000;100.00000;2.88020;4
199.76801;51.24167; 5.869791e-002;50.00000;100.00000;2.88019;4
199.77100;51.25833; 5.762995e-002;50.00000;100.00000;2.88019;4
199.77400;51.27500; 5.657944e-002;50.00000;100.00000;2.88018;4
199.77699;51.29167; 5.552893e-002;50.00000;100.00000;2.88018;4
199.78101;51.30833; 5.448189e-002;50.00000;100.00000;2.88017;4
199.78300;51.32500; 5.347325e-002;50.00000;100.00000;2.88017;4
199.78700;51.34167; 5.246111e-002;50.00000;100.00000;2.88016;4
199.78900;51.35833; 5.151530e-002;50.00000;100.00000;2.88016;4
199.79201;51.37500; 5.057644e-002;50.00000;100.00000;2.88016;4
199.79500;51.39167; 4.954685e-002;50.00000;100.00000;2.88015;4
199.79700;51.40833; 4.862197e-002;50.00000;100.00000;2.88015;4
199.80099;51.42500; 4.768310e-002;50.00000;100.00000;2.88014;4
199.80400;51.44167; 4.676169e-002;50.00000;100.00000;2.88014;4
199.80600;51.45833; 4.581934e-002;50.00000;100.00000;2.88014;4
199.80901;51.47500; 4.493632e-002;50.00000;100.00000;2.88013;4
199.81100;51.49167; 4.403586e-002;50.00000;100.00000;2.88013;4
199.81400;51.50833; 4.315631e-002;50.00000;100.00000;2.88012;4
199.81700;51.52500; 4.230818e-002;50.00000;100.00000;2.88012;4
199.81900;51.54167; 4.145657e-002;50.00000;100.00000;2.88012;4
199.82201;51.55833; 4.062938e-002;50.00000;100.00000;2.88011;4
199.82300;51.57500; 3.984408e-002;50.00000;100.00000;2.88011;4
199.82700;51.59167; 3.898895e-002;50.00000;100.00000;2.88010;4
199.83099;51.60833; 3.820362e-002;50.00000;100.00000;2.88010;4
199.83200;51.62500; 3.740785e-002;50.00000;100.00000;2.88010;4
199.83501;51.64167; 3.660856e-002;50.00000;100.00000;2.88009;4
199.83600;51.65833; 3.581977e-002;50.00000;100.00000;2.88009;4
199.83900;51.67500; 3.506585e-002;50.00000;100.00000;2.88009;4
199.84100;51.69167; 3.431195e-002;50.00000;100.00000;2.88008;4
199.84399;51.70833; 3.355454e-002;50.00000;100.00000;2.88008;4
199.84599;51.72500; 3.281110e-002;50.00000;100.00000;2.88008;4
199.84801;51.74167; 3.211652e-002;50.00000;100.00000;2.88007;4
199.85001;51.75833; 3.138006e-002;50.00000;100.00000;2.88007;4
199.85300;51.77500; 3.067499e-002;50.00000;100.00000;2.88006;4
199.85400;51.79167; 2.997345e-002;50.00000;100.00000;2.88006;4
199.85500;51.80833; 2.928586e-002;50.00000;100.00000;2.88006;4
199.85699;51.82500; 2.859826e-002;50.00000;100.00000;2.88006;4
199.85899;51.84167; 2.794206e-002;50.00000;100.00000;2.88006;4
199.86099;51.85833; 2.728587e-002;50.00000;100.00000;2.88005;4
199.86301;51.87500; 2.665061e-002;50.00000;100.00000;2.88005;4
199.86501;51.89167; 2.601187e-002;50.00000;100.00000;2.88005;4
199.86700;51.90833; 2.537312e-002;50.00000;100.00000;2.88004;4
199.86900;51.92500; 2.476229e-002;50.00000;100.00000;2.88004;4
199.87100;51.94167; 2.415146e-002;50.00000;100.00000;2.88004;4
199.87100;51.95833; 2.354417e-002;50.00000;100.00000;2.88004;4
199.87500;51.97500; 2.294725e-002;50.00000;100.00000;2.88003;4
199.87601;51.99167; 2.239926e-002;50.00000;100.00000;2.88003;4
199.87801;52.00833; 2.181984e-002;50.00000;100.00000;2.88003;4
199.88000;52.02500; 2.121250e-002;50.00000;100.00000;2.88002;4
199.88200;52.04167; 2.064703e-002;50.00000;100.00000;2.88002;4
199.88300;52.05833; 2.010253e-002;50.00000;100.00000;2.88002;4
199.88400;52.07500; 1.954756e-002;50.00000;100.00000;2.88002;4
199.88600;52.09167; 1.900304e-002;50.00000;100.00000;2.88001;4
199.88800;52.10833; 1.848294e-002;50.00000;100.00000;2.88001;4
199.88800;52.12500; 1.793149e-002;50.00000;100.00000;2.88001;4
199.89101;52.14167; 1.740438e-002;50.00000;100.00000;2.88001;4
199.89200;52.15833; 1.690525e-002;50.00000;100.00000;2.88001;4
199.89500;52.17500; 1.641654e-002;50.00000;100.00000;2.88000;4
199.89400;52.19167; 1.590001e-002;50.00000;100.00000;2.88000;4
199.89600;52.20833; 1.540783e-002;50.00000;100.00000;2.88000;4
199.89700;52.22500; 1.493313e-002;50.00000;100.00000;2.88000;4
199.89900;52.24167; 1.446888e-002;50.00000;100.00000;2.88000;4
199.89999;52.25833; 1.399068e-002;50.00000;100.00000;2.87999;4
199.90100;52.27500; 1.352296e-002;50.00000;100.00000;2.87999;4
199.90300;52.29167; 1.306568e-002;50.00000;100.00000;2.87999;4
199.90500;52.30833; 1.260840e-002;50.00000;100.00000;2.87999;4
199.90500;52.32500; 1.217561e-002;50.00000;100.00000;2.87999;4
199.90601;52.34167; 1.174628e-002;50.00000;100.00000;2.87998;4
199.90800;52.35833; 1.132739e-002;50.00000;100.00000;2.87998;4
199.90900;52.37500; 1.089107e-002;50.00000;100.00000;2.87998;4
199.91000;52.39167; 1.046174e-002;50.00000;100.00000;2.87998;4
199.91200;52.40833; 1.005332e-002;50.00000;100.00000;2.87998;4
199.91200;52.42500; 9.672878e-003;50.00000;100.00000;2.87998;4
199.91400;52.44167; 9.274926e-003;50.00000;100.00000;2.87997;4
199.91499;52.45833; 8.887475e-003;50.00000;100.00000;2.87997;4
199.91701;52.47500; 8.486031e-003;50.00000;100.00000;2.87997;4
199.91800;52.49167; 8.119521e-003;50.00000;100.00000;2.87997;4
199.91800;52.50833; 7.739079e-003;50.00000;100.00000;2.87997;4
199.92101;52.52500; 7.355054e-003;50.00000;100.00000;2.87996;4
199.92000;52.54167; 6.995585e-003;50.00000;100.00000;2.87996;4
199.92300;52.55833; 6.646461e-003;50.00000;100.00000;2.87996;4
199.92101;52.57500; 6.294005e-003;50.00000;100.00000;2.87996;4
199.92400;52.59167; 5.892525e-003;50.00000;100.00000;2.87996;4
199.92500;52.60833; 5.546953e-003;50.00000;100.00000;2.87996;4
199.92500;52.62500; 5.211884e-003;50.00000;100.00000;2.87996;4
199.92500;52.64167; 4.904738e-003;50.00000;100.00000;2.87996;4
199.92700;52.65833; 4.545172e-003;50.00000;100.00000;2.87995;4
199.92700;52.67500; 4.238025e-003;50.00000;100.00000;2.87995;4
199.92900;52.69167; 3.913360e-003;50.00000;100.00000;2.87995;4
199.92900;52.70833; 3.599233e-003;50.00000;100.00000;2.87995;4
199.92999;52.72500; 3.274601e-003;50.00000;100.00000;2.87995;4
199.93100;52.74167; 3.002323e-003;50.00000;100.00000;2.87995;4
199.93300;52.75833; 2.653225e-003;50.00000;100.00000;2.87994;4
199.93201;52.77500; 2.398466e-003;50.00000;100.00000;2.87994;4
199.93401;52.79167; 2.098231e-003;50.00000;100.00000;2.87994;4
199.93401;52.80833; 1.773631e-003;50.00000;100.00000;2.87994;4
199.93500;52.82500; 1.469940e-003;50.00000;100.00000;2.87994;4
199.93600;52.84167; 1.197660e-003;50.00000;100.00000;2.87994;4
199.93600;52.85833; 9.149445e-004;50.00000;100.00000;2.87994;4
199.93800;52.87500; 6.496105e-004;50.00000;100.00000;2.87994;4
199.93800;52.89167; 3.668943e-004;50.00000;100.00000;2.87994;4
199.94000;52.90833; 9.108846e-005;50.00000;100.00000;2.87993;4
199.94099;52.92500;-1.427987e-004;50.00000;100.00000;2.87993;4
199.94099;52.94167;-3.906120e-004;50.00000;100.00000;2.87993;4
199.94200;52.95833;-6.524222e-004;50.00000;100.00000;2.87993;4
199.94400;52.97500;-9.282297e-004;50.00000;100.00000;2.87993;4
199.94299;52.99167;-1.179498e-003;50.00000;100.00000;2.87993;4
199.94400;53.00833;-1.402915e-003;50.00000;100.00000;2.87993;4
199.94501;53.02500;-1.643784e-003;50.00000;100.00000;2.87993;4
199.94701;53.04167;-1.870728e-003;50.00000;100.00000;2.87992;4
199.94600;53.05833;-2.066151e-003;50.00000;100.00000;2.87992;4
199.94701;53.07500;-2.327963e-003;50.00000;100.00000;2.87992;4
199.94901;53.09167;-2.572360e-003;50.00000;100.00000;2.87992;4
199.94701;53.10833;-2.799159e-003;50.00000;100.00000;2.87992;4
199.94901;53.12500;-3.005162e-003;50.00000;100.00000;2.87992;4
199.95100;53.14167;-3.207676e-003;50.00000;100.00000;2.87992;4
199.94901;53.15833;-3.424004e-003;50.00000;100.00000;2.87992;4
199.95100;53.17500;-3.640479e-003;50.00000;100.00000;2.87992;4
199.95100;53.19167;-3.860371e-003;50.00000;100.00000;2.87992;4
199.95100;53.20833;-4.059321e-003;50.00000;100.00000;2.87992;4
199.95100;53.22500;-4.237328e-003;50.00000;100.00000;2.87992;4
199.95300;53.24167;-4.436353e-003;50.00000;100.00000;2.87991;4
199.95200;53.25833;-4.642246e-003;50.00000;100.00000;2.87991;4
199.95399;53.27500;-4.848252e-003;50.00000;100.00000;2.87991;4
199.95500;53.29167;-5.040260e-003;50.00000;100.00000;2.87991;4
199.95599;53.30833;-5.200854e-003;50.00000;100.00000;2.87991;4
199.95599;53.32500;-5.382352e-003;50.00000;100.00000;2.87991;4
199.95700;53.34167;-5.588322e-003;50.00000;100.00000;2.87991;4
199.95700;53.35833;-5.766330e-003;50.00000;100.00000;2.87991;4
199.95700;53.37500;-5.940848e-003;50.00000;100.00000;2.87991;4
199.95799;53.39167;-6.108423e-003;50.00000;100.00000;2.87991;4
199.95900;53.40833;-6.220153e-003;50.00000;100.00000;2.87990;4
199.95900;53.42500;-6.398161e-003;50.00000;100.00000;2.87990;4
199.95900;53.44167;-6.558719e-003;50.00000;100.00000;2.87990;4
199.96100;53.45833;-6.715862e-003;50.00000;100.00000;2.87990;4
199.96001;53.47500;-6.890341e-003;50.00000;100.00000;2.87990;4
199.96001;53.49167;-7.043917e-003;50.00000;100.00000;2.87990;4
199.96201;53.50833;-7.190591e-003;50.00000;100.00000;2.87990;4
199.96201;53.52500;-7.344167e-003;50.00000;100.00000;2.87990;4
199.96400;53.54167;-7.459427e-003;50.00000;100.00000;2.87990;4
199.96500;53.55833;-7.616533e-003;50.00000;100.00000;2.87990;4
199.96500;53.57500;-7.728225e-003;50.00000;100.00000;2.87990;4
199.96500;53.59167;-7.895763e-003;50.00000;100.00000;2.87990;4
199.96500;53.60833;-8.031887e-003;50.00000;100.00000;2.87990;4
199.96600;53.62500;-8.154090e-003;50.00000;100.00000;2.87989;4
199.96800;53.64167;-8.307746e-003;50.00000;100.00000;2.87989;4
199.96800;53.65833;-8.419438e-003;50.00000;100.00000;2.87989;4
199.96800;53.67500;-8.548582e-003;50.00000;100.00000;2.87989;4
199.96700;53.69167;-8.691647e-003;50.00000;100.00000;2.87989;4
199.96899;53.70833;-8.761535e-003;50.00000;100.00000;2.87989;4
199.97000;53.72500;-8.901189e-003;50.00000;100.00000;2.87989;4
199.96899;53.74167;-9.040765e-003;50.00000;100.00000;2.87989;4
199.97000;53.75833;-9.176930e-003;50.00000;100.00000;2.87989;4
199.97200;53.77500;-9.316625e-003;50.00000;100.00000;2.87988;4
199.97099;53.79167;-9.445730e-003;50.00000;100.00000;2.87989;4
199.97000;53.80833;-9.539929e-003;50.00000;100.00000;2.87989;4
199.97000;53.82500;-9.648131e-003;50.00000;100.00000;2.87989;4
199.97200;53.84167;-9.745944e-003;50.00000;100.00000;2.87988;4
199.97301;53.85833;-9.857676e-003;50.00000;100.00000;2.87988;4
199.97301;53.87500;-9.927484e-003;50.00000;100.00000;2.87988;4
199.97200;53.89167;-1.006008e-002;50.00000;100.00000;2.87988;4
199.97400;53.90833;-1.015440e-002;50.00000;100.00000;2.87988;4
199.97301;53.92500;-1.027303e-002;50.00000;100.00000;2.87988;4
199.97400;53.94167;-1.038825e-002;50.00000;100.00000;2.87988;4
199.97400;53.95833;-1.049297e-002;50.00000;100.00000;2.87988;4
199.97501;53.97500;-1.060121e-002;50.00000;100.00000;2.87988;4
199.97600;53.99167;-1.063616e-002;50.00000;100.00000;2.87988;4
199.97501;54.00833;-1.076526e-002;50.00000;100.00000;2.87988;4
199.97701;54.02500;-1.083864e-002;50.00000;100.00000;2.87988;4
199.97701;54.04167;-1.091892e-002;50.00000;100.00000;2.87988;4
199.97701;54.05833;-1.100967e-002;50.00000;100.00000;2.87988;4
199.97800;54.07500;-1.109697e-002;50.00000;100.00000;2.87988;4
199.97800;54.09167;-1.117725e-002;50.00000;100.00000;2.87988;4
199.97800;54.10833;-1.125055e-002;50.00000;100.00000;2.87988;4
199.97900;54.12500;-1.135181e-002;50.00000;100.00000;2.87987;4
199.98000;54.14167;-1.138326e-002;50.00000;100.00000;2.87987;4
199.98000;54.15833;-1.148798e-002;50.00000;100.00000;2.87987;4
199.97900;54.17500;-1.154727e-002;50.00000;100.00000;2.87987;4
199.97900;54.19167;-1.165198e-002;50.00000;100.00000;2.87987;4
199.98000;54.20833;-1.175325e-002;50.00000;100.00000;2.87987;4
199.98100;54.22500;-1.183008e-002;50.00000;100.00000;2.87987;4
199.98199;54.24167;-1.186153e-002;50.00000;100.00000;2.87987;4
199.98100;54.25833;-1.193130e-002;50.00000;100.00000;2.87987;4
199.98100;54.27500;-1.201158e-002;50.00000;100.00000;2.87987;4
199.98300;54.29167;-1.208496e-002;50.00000;100.00000;2.87987;4
199.98300;54.30833;-1.213382e-002;50.00000;100.00000;2.87987;4
199.98300;54.32500;-1.221759e-002;50.00000;100.00000;2.87987;4
199.98300;54.34167;-1.231183e-002;50.00000;100.00000;2.87987;4
199.98399;54.35833;-1.236074e-002;50.00000;100.00000;2.87987;4
199.98399;54.37500;-1.242008e-002;50.00000;100.00000;2.87987;4
199.98399;54.39167;-1.249338e-002;50.00000;100.00000;2.87987;4
199.98399;54.40833;-1.254922e-002;50.00000;100.00000;2.87987;4
199.98399;54.42500;-1.260158e-002;50.00000;100.00000;2.87987;4
199.98399;54.44167;-1.269233e-002;50.00000;100.00000;2.87987;4
199.98500;54.45833;-1.273775e-002;50.00000;100.00000;2.87986;4
199.98500;54.47500;-1.277265e-002;50.00000;100.00000;2.87986;4
199.98599;54.49167;-1.282156e-002;50.00000;100.00000;2.87986;4
199.98599;54.50833;-1.289486e-002;50.00000;100.00000;2.87986;4
199.98599;54.52500;-1.295769e-002;50.00000;100.00000;2.87986;4
199.98801;54.54167;-1.303107e-002;50.00000;100.00000;2.87986;4
199.98700;54.55833;-1.306244e-002;50.00000;100.00000;2.87986;4
199.98700;54.57500;-1.312178e-002;50.00000;100.00000;2.87986;4
199.98801;54.59167;-1.317418e-002;50.00000;100.00000;2.87986;4
199.98900;54.60833;-1.321959e-002;50.00000;100.00000;2.87986;4
199.98801;54.62500;-1.326493e-002;50.00000;100.00000;2.87986;4
199.98801;54.64167;-1.331728e-002;50.00000;100.00000;2.87986;4
199.98900;54.65833;-1.336619e-002;50.00000;100.00000;2.87986;4
199.98801;54.67500;-1.340105e-002;50.00000;100.00000;2.87986;4
199.98900;54.69167;-1.345345e-002;50.00000;100.00000;2.87986;4
199.98801;54.70833;-1.348482e-002;50.00000;100.00000;2.87986;4
199.98900;54.72500;-1.352675e-002;50.00000;100.00000;2.87986;4
199.99001;54.74167;-1.354076e-002;50.00000;100.00000;2.87986;4
199.99001;54.75833;-1.361056e-002;50.00000;100.00000;2.87986;4
199.99100;54.77500;-1.363504e-002;50.00000;100.00000;2.87986;4
199.99200;54.79167;-1.367347e-002;50.00000;100.00000;2.87985;4
199.99100;54.80833;-1.372579e-002;50.00000;100.00000;2.87986;4
199.99100;54.82500;-1.376418e-002;50.00000;100.00000;2.87986;4
199.99100;54.84167;-1.380956e-002;50.00000;100.00000;2.87986;4
199.99200;54.85833;-1.384800e-002;50.00000;100.00000;2.87985;4
199.99200;54.87500;-1.388639e-002;50.00000;100.00000;2.87985;4
199.99200;54.89167;-1.393177e-002;50.00000;100.00000;2.87985;4
199.99300;54.90833;-1.399115e-002;50.00000;100.00000;2.87985;4
199.99300;54.92500;-1.399813e-002;50.00000;100.00000;2.87985;4
199.99400;54.94167;-1.402260e-002;50.00000;100.00000;2.87985;4
199.99400;54.95833;-1.405402e-002;50.00000;100.00000;2.87985;4
199.99300;54.97500;-1.408539e-002;50.00000;100.00000;2.87985;4
199.99200;54.99167;-1.412723e-002;50.00000;100.00000;2.87985;4
199.99300;55.00833;-1.419708e-002;50.00000;100.00000;2.87985;4
199.99500;55.02500;-1.421113e-002;50.00000;100.00000;2.87985;4
199.99500;55.04167;-1.422858e-002;50.00000;100.00000;2.87985;4
199.99500;55.05833;-1.425650e-002;50.00000;100.00000;2.87985;4
199.99500;55.07500;-1.427396e-002;50.00000;100.00000;2.87985;4
199.99600;55.09167;-1.430541e-002;50.00000;100.00000;2.87985;4
199.99600;55.10833;-1.431588e-002;50.00000;100.00000;2.87985;4
199.99600;55.12500;-1.434730e-002;50.00000;100.00000;2.87985;4
199.99800;55.14167;-1.438578e-002;50.00000;100.00000;2.87984;4
199.99600;55.15833;-1.439616e-002;50.00000;100.00000;2.87985;4
199.99699;55.17500;-1.441715e-002;50.00000;100.00000;2.87985;4
199.99699;55.19167;-1.442413e-002;50.00000;100.00000;2.87985;4
199.99699;55.20833;-1.447998e-002;50.00000;100.00000;2.87985;4
199.99800;55.22500;-1.451143e-002;50.00000;100.00000;2.87984;4
199.99800;55.24167;-1.452191e-002;50.00000;100.00000;2.87984;4
199.99800;55.25833;-1.454983e-002;50.00000;100.00000;2.87984;4
199.99899;55.27500;-1.456383e-002;50.00000;100.00000;2.87984;4
199.99899;55.29167;-1.458129e-002;50.00000;100.00000;2.87984;4
200.00000;55.30833;-1.459529e-002;50.00000;100.00000;2.87984;4
199.99899;55.32500;-1.462317e-002;50.00000;100.00000;2.87984;4
199.99899;55.34167;-1.464062e-002;50.00000;100.00000;2.87984;4
199.99899;55.35833;-1.463015e-002;50.00000;100.00000;2.87984;4
200.00000;55.37500;-1.464415e-002;50.00000;100.00000;2.87984;4
200.00101;55.39167;-1.466514e-002;50.00000;100.00000;2.87984;4
200.00101;55.40833;-1.468957e-002;50.00000;100.00000;2.87984;4
200.00000;55.42500;-1.472094e-002;50.00000;100.00000;2.87984;4
200.00000;55.44167;-1.474887e-002;50.00000;100.00000;2.87984;4
200.00000;55.45833;-1.479773e-002;50.00000;100.00000;2.87984;4
200.00000;55.47500;-1.479773e-002;50.00000;100.00000;2.87984;4
200.00200;55.49167;-1.481876e-002;50.00000;100.00000;2.87984;4
200.00200;55.50833;-1.482924e-002;50.00000;100.00000;2.87984;4
200.00101;55.52500;-1.483268e-002;50.00000;100.00000;2.87984;4
200.00200;55.54167;-1.482924e-002;50.00000;100.00000;2.87984;4
200.00200;55.55833;-1.485018e-002;50.00000;100.00000;2.87984;4
200.00101;55.57500;-1.485014e-002;50.00000;100.00000;2.87984;4
200.00301;55.59167;-1.485371e-002;50.00000;100.00000;2.87984;4
200.00301;55.60833;-1.486767e-002;50.00000;100.00000;2.87984;4
200.00301;55.62500;-1.488163e-002;50.00000;100.00000;2.87984;4
200.00400;55.64167;-1.489215e-002;50.00000;100.00000;2.87984;4
200.00500;55.65833;-1.488870e-002;50.00000;100.00000;2.87983;4
200.00400;55.67500;-1.489215e-002;50.00000;100.00000;2.87984;4
200.00500;55.69167;-1.490615e-002;50.00000;100.00000;2.87983;4
200.00500;55.70833;-1.490615e-002;50.00000;100.00000;2.87983;4
200.00500;55.72500;-1.489917e-002;50.00000;100.00000;2.87983;4
200.00500;55.74167;-1.493757e-002;50.00000;100.00000;2.87983;4
200.00500;55.75833;-1.497247e-002;50.00000;100.00000;2.87983;4
200.00600;55.77500;-1.495506e-002;50.00000;100.00000;2.87983;4
200.00600;55.79167;-1.496554e-002;50.00000;100.00000;2.87983;4
200.00400;55.80833;-1.496894e-002;50.00000;100.00000;2.87984;4
200.00600;55.82500;-1.498997e-002;50.00000;100.00000;2.87983;4
200.00600;55.84167;-1.500742e-002;50.00000;100.00000;2.87983;4
200.00500;55.85833;-1.501087e-002;50.00000;100.00000;2.87983;4
200.00600;55.87500;-1.503534e-002;50.00000;100.00000;2.87983;4
200.00600;55.89167;-1.504233e-002;50.00000;100.00000;2.87983;4
200.00600;55.90833;-1.503883e-002;50.00000;100.00000;2.87983;4
200.00800;55.92500;-1.506684e-002;50.00000;100.00000;2.87983;4
200.00700;55.94167;-1.506680e-002;50.00000;100.00000;2.87983;4
200.00600;55.95833;-1.508072e-002;50.00000;100.00000;2.87983;4
200.00700;55.97500;-1.507727e-002;50.00000;100.00000;2.87983;4
200.00700;55.99167;-1.513312e-002;50.00000;100.00000;2.87983;4
200.00700;56.00833;-1.511567e-002;50.00000;100.00000;2.87983;4
200.00700;56.02500;-1.510520e-002;50.00000;100.00000;2.87983;4
200.00700;56.04167;-1.509821e-002;50.00000;100.00000;2.87983;4
200.00800;56.05833;-1.512967e-002;50.00000;100.00000;2.87983;4
200.00800;56.07500;-1.514014e-002;50.00000;100.00000;2.87983;4
200.00700;56.09167;-1.514708e-002;50.00000;100.00000;2.87983;4
200.00800;56.10833;-1.515760e-002;50.00000;100.00000;2.87983;4
200.00800;56.12500;-1.515062e-002;50.00000;100.00000;2.87983;4
200.00800;56.14167;-1.515411e-002;50.00000;100.00000;2.87983;4
200.00900;56.15833;-1.517160e-002;50.00000;100.00000;2.87983;4
200.00800;56.17500;-1.518552e-002;50.00000;100.00000;2.87983;4
200.00800;56.19167;-1.519948e-002;50.00000;100.00000;2.87983;4
200.00800;56.20833;-1.518901e-002;50.00000;100.00000;2.87983;4
200.00900;56.22500;-1.518556e-002;50.00000;100.00000;2.87983;4
200.00999;56.24167;-1.519957e-002;50.00000;100.00000;2.87983;4
200.00900;56.25833;-1.520651e-002;50.00000;100.00000;2.87983;4
200.00800;56.27500;-1.519948e-002;50.00000;100.00000;2.87983;4
200.00999;56.29167;-1.519957e-002;50.00000;100.00000;2.87983;4
200.00900;56.30833;-1.520651e-002;50.00000;100.00000;2.87983;4
200.00999;56.32500;-1.520306e-002;50.00000;100.00000;2.87983;4
200.00999;56.34167;-1.519957e-002;50.00000;100.00000;2.87983;4
200.00999;56.35833;-1.520655e-002;50.00000;100.00000;2.87983;4
200.00900;56.37500;-1.521698e-002;50.00000;100.00000;2.87983;4
200.00999;56.39167;-1.520306e-002;50.00000;100.00000;2.87983;4
200.00999;56.40833;-1.519957e-002;50.00000;100.00000;2.87983;4
200.01100;56.42500;-1.519263e-002;50.00000;100.00000;2.87983;4
200.01100;56.44167;-1.521008e-002;50.00000;100.00000;2.87983;4
200.01100;56.45833;-1.520659e-002;50.00000;100.00000;2.87983;4
200.00999;56.47500;-1.520655e-002;50.00000;100.00000;2.87983;4
200.01199;56.49167;-1.521362e-002;50.00000;100.00000;2.87982;4
200.01199;56.50833;-1.520315e-002;50.00000;100.00000;2.87982;4
200.01100;56.52500;-1.521008e-002;50.00000;100.00000;2.87983;4
200.00999;56.54167;-1.521702e-002;50.00000;100.00000;2.87983;4
200.01100;56.55833;-1.522753e-002;50.00000;100.00000;2.87983;4
200.01199;56.57500;-1.521711e-002;50.00000;100.00000;2.87982;4
200.01100;56.59167;-1.522753e-002;50.00000;100.00000;2.87983;4
200.01100;56.60833;-1.526244e-002;50.00000;100.00000;2.87983;4
200.01199;56.62500;-1.526248e-002;50.00000;100.00000;2.87982;4
200.00999;56.64167;-1.526589e-002;50.00000;100.00000;2.87983;4
200.00999;56.65833;-1.526589e-002;50.00000;100.00000;2.87983;4
200.01100;56.67500;-1.526593e-002;50.00000;100.00000;2.87983;4
200.01199;56.69167;-1.526597e-002;50.00000;100.00000;2.87982;4
200.01100;56.70833;-1.526942e-002;50.00000;100.00000;2.87983;4
200.01199;56.72500;-1.524503e-002;50.00000;100.00000;2.87982;4
200.01300;56.74167;-1.522413e-002;50.00000;100.00000;2.87982;4
200.01401;56.75833;-1.522417e-002;50.00000;100.00000;2.87982;4
200.01300;56.77500;-1.521017e-002;50.00000;100.00000;2.87982;4
200.01199;56.79167;-1.520315e-002;50.00000;100.00000;2.87982;4
200.01401;56.80833;-1.518927e-002;50.00000;100.00000;2.87982;4
200.01300;56.82500;-1.518225e-002;50.00000;100.00000;2.87982;4
200.01300;56.84167;-1.519272e-002;50.00000;100.00000;2.87982;4
200.01500;56.85833;-1.517535e-002;50.00000;100.00000;2.87982;4
200.01401;56.87500;-1.517880e-002;50.00000;100.00000;2.87982;4
200.01500;56.89167;-1.517884e-002;50.00000;100.00000;2.87982;4
200.01601;56.90833;-1.516841e-002;50.00000;100.00000;2.87982;4
200.01601;56.92500;-1.516492e-002;50.00000;100.00000;2.87982;4
200.01601;56.94167;-1.515096e-002;50.00000;100.00000;2.87982;4
200.01700;56.95833;-1.514402e-002;50.00000;100.00000;2.87982;4
200.01700;56.97500;-1.513006e-002;50.00000;100.00000;2.87982;4
200.01700;56.99167;-1.511959e-002;50.00000;100.00000;2.87982;4
200.01601;57.00833;-1.510907e-002;50.00000;100.00000;2.87982;4
200.01700;57.02500;-1.510563e-002;50.00000;100.00000;2.87982;4
200.01700;57.04167;-1.509865e-002;50.00000;100.00000;2.87982;4
200.01700;57.05833;-1.509516e-002;50.00000;100.00000;2.87982;4
200.01900;57.07500;-1.507430e-002;50.00000;100.00000;2.87981;4
200.01700;57.09167;-1.506025e-002;50.00000;100.00000;2.87982;4
200.01700;57.10833;-1.508120e-002;50.00000;100.00000;2.87982;4
200.01801;57.12500;-1.507077e-002;50.00000;100.00000;2.87981;4
